,Date,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de course moyenne,Cadence de course maximale,Allure moyenne,Meilleure allure,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Equilibre TCS moyen,Température,Nombre de circuits,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
149,2021-06-24 15:10:00,12.44,641.0,3328,146.0,167.0,3.0,161,186,267,173,95.0,99.0,1.38,0.0,0.0,,--,19.0,11,3256,3518,599,671
150,2021-06-22 18:25:00,5.01,311.0,1416,151.0,176.0,3.0,162,168,283,231,85.0,85.0,1.31,0.0,0.0,,--,21.0,1,1414,1416,601,635
151,2021-06-21 14:41:00,11.5,557.0,3816,133.0,165.0,3.0,134,218,332,101,222.0,223.0,1.38,0.0,0.0,,--,22.0,33,3788,4078,638,849
152,2021-06-18 17:38:00,13.48,842.0,3756,156.0,172.0,3.7,165,176,279,194,233.0,234.0,1.31,0.0,0.0,,--,27.0,1,3755,3756,625,803
153,2021-06-16 19:02:00,10.6,616.0,2850,156.0,182.0,3.5,164,229,269,143,90.0,96.0,1.36,0.0,0.0,,--,26.0,15,2842,3054,602,670
154,2021-06-14 17:05:00,8.09,499.0,2230,152.0,168.0,3.3,165,170,276,234,136.0,134.0,1.32,0.0,0.0,,--,28.0,1,2228,2230,604,641
155,2021-09-06 15:14:00,8.68,542.0,2440,150.0,164.0,3.2,167,175,281,214,123.0,121.0,1.28,0.0,0.0,,--,27.0,1,2440,2440,604,644
156,2021-05-06 10:54:00,14.16,847.0,3702,155.0,176.0,3.7,167,176,262,206,228.0,231.0,1.38,0.0,0.0,,--,16.0,1,3697,3702,617,802
157,2021-04-06 17:22:00,6.65,376.0,1917,140.0,159.0,2.4,168,176,288,216,102.0,109.0,1.24,0.0,0.0,,--,22.0,1,1916,1917,597,631
158,2021-03-06 16:31:00,11.75,631.0,3135,149.0,178.0,3.1,165,180,267,180,109.0,111.0,1.35,0.0,0.0,,--,26.0,11,3103,3412,606,679
159,2021-02-06 15:39:00,8.61,486.0,2541,145.0,173.0,3.0,161,209,295,128,211.0,211.0,1.26,0.0,0.0,,--,22.0,1,2532,2678,627,836
160,2021-05-31 15:14:00,5.05,308.0,1463,144.0,163.0,2.5,166,178,289,249,84.0,81.0,1.25,0.0,0.0,,--,25.0,1,1462,1463,603,639
161,2021-05-29 08:30:00,13.13,813.0,3789,153.0,183.0,3.3,167,182,289,198,229.0,228.0,1.25,0.0,0.0,,--,16.0,1,3786,3794,623,809
162,2021-05-27 15:52:00,12.12,670.0,3149,150.0,174.0,3.1,166,175,260,204,130.0,129.0,1.39,0.0,0.0,,--,22.0,3,3140,3383,576,638
163,2021-05-26 15:52:00,8.02,478.0,2354,146.0,164.0,2.9,166,173,293,225,232.0,229.0,1.24,0.0,0.0,,--,23.0,1,2354,2354,612,838
164,2021-05-24 11:53:00,12.71,699.0,3476,148.0,183.0,2.9,165,199,273,151,121.0,126.0,1.32,0.0,0.0,,--,18.0,25,3453,3624,602,679
165,2021-05-22 11:23:00,13.12,906.0,3758,164.0,192.0,3.9,166,182,286,212,230.0,233.0,1.26,0.0,0.0,,--,15.0,1,3758,3758,651,837
166,2021-05-20 15:56:00,13.01,735.0,3451,150.0,165.0,3.2,161,186,265,173,122.0,118.0,1.4,0.0,0.0,,--,19.0,9,3397,3614,602,677
167,2021-05-19 16:59:00,9.27,627.0,2628,158.0,184.0,3.6,163,248,284,238,232.0,241.0,1.3,0.0,0.0,,--,12.0,1,2628,2628,521,658
168,2021-05-17 16:13:00,9.15,628.0,2874,151.0,174.0,3.1,160,248,314,177,356.0,361.0,1.19,0.0,0.0,,--,17.0,22,2845,3006,620,822
169,2021-05-15 10:01:00,12.1,819.0,3350,159.0,188.0,3.9,166,174,277,254,38.0,37.0,1.31,0.0,0.0,,--,17.0,1,3350,3350,143,164
170,2021-05-13 10:50:00,14.39,841.0,3682,153.0,174.0,3.5,165,176,256,183,43.0,43.0,1.42,0.0,0.0,,--,16.0,5,3678,3802,129,154
171,2021-11-05 17:52:00,8.02,561.0,2355,156.0,180.0,3.4,165,176,294,207,231.0,233.0,1.24,0.0,0.0,,--,14.0,1,2354,2355,610,841
172,2021-10-05 11:21:00,12.19,724.0,3117,155.0,172.0,3.5,166,188,256,167,64.0,65.0,1.41,0.0,0.0,,--,12.0,21,3097,3222,623,675
173,2021-08-05 11:12:00,13.05,811.0,3731,150.0,178.0,3.0,168,184,286,217,230.0,228.0,1.25,0.0,0.0,,--,20.0,1,3731,3731,625,810
174,2021-06-05 14:41:00,13.69,838.0,3602,155.0,178.0,3.6,165,176,263,189,143.0,142.0,1.38,0.0,0.0,,--,14.0,7,3596,3773,576,639
175,2021-04-05 17:05:00,8.17,501.0,2321,149.0,165.0,2.9,167,176,284,197,234.0,230.0,1.26,0.0,0.0,,--,17.0,1,2318,2321,616,841
176,2021-03-05 15:34:00,12.0,756.0,3307,153.0,170.0,3.6,165,210,276,150,144.0,133.0,1.32,0.0,0.0,,--,18.0,17,3294,3486,578,640
177,2021-01-05 11:25:00,13.2,935.0,3805,160.0,181.0,4.0,169,180,288,205,238.0,236.0,1.23,0.0,0.0,,--,9.0,1,3805,3805,625,817
178,2021-04-29 15:53:00,12.22,742.0,3111,160.0,175.0,3.8,167,186,255,189,87.0,90.0,1.41,0.0,0.0,,--,12.0,10,3102,3284,601,680
179,2021-04-27 17:42:00,8.77,665.0,2746,163.0,191.0,3.9,162,245,313,168,337.0,337.0,1.18,0.0,0.0,,--,18.0,22,2743,2826,626,825
180,2021-04-26 11:00:00,12.25,719.0,3315,151.0,168.0,3.3,166,186,271,159,115.0,110.0,1.33,0.0,0.0,,--,16.0,25,3302,3516,602,678
181,2021-04-24 11:13:00,12.98,775.0,3652,150.0,168.0,3.0,166,178,281,197,229.0,226.0,1.28,0.0,0.0,,--,20.0,1,3651,3671,627,813
182,2021-04-22 10:46:00,12.74,734.0,3253,153.0,185.0,3.4,167,182,255,164,100.0,102.0,1.4,0.0,0.0,,--,14.0,11,3249,3443,600,690
183,2021-04-20 17:13:00,8.07,476.0,2324,146.0,169.0,2.9,167,213,288,129,215.0,215.0,1.25,0.0,0.0,,--,16.0,2,2318,2716,626,840
184,2021-04-19 15:24:00,11.3,682.0,3254,149.0,171.0,3.0,163,191,288,140,126.0,124.0,1.26,0.0,0.0,,--,14.0,29,3184,3394,587,664
185,2021-04-17 16:53:00,10.7,908.0,3507,167.0,192.0,4.7,167,205,328,287,38.0,39.0,1.1,0.0,0.0,,--,17.0,11,3502,3513,142,161
186,2021-04-14 18:39:00,3.83,318.0,1124,180.0,194.0,3.4,165,174,293,240,12.0,3.0,1.24,0.0,0.0,,--,12.0,4,1122,1124,142,156
187,2021-04-14 18:00:00,10.01,546.0,2137,166.0,192.0,3.8,167,178,213,188,24.0,27.0,1.69,0.0,0.0,,--,12.0,11,0,2137,149,169
188,2021-04-14 17:46:00,2.44,174.0,793,146.0,156.0,2.2,153,229,325,155,4.0,6.0,1.21,0.0,0.0,,--,16.0,3,788,793,154,159
189,2021-04-13 11:20:00,5.2,307.0,1436,144.0,157.0,2.5,168,180,276,219,17.0,18.0,1.29,0.0,0.0,,--,15.0,6,1434,1436,141,155
190,2021-10-04 11:02:00,14.01,817.0,3547,155.0,172.0,3.5,172,184,253,177,54.0,52.0,1.38,0.0,0.0,,--,12.0,15,3544,3547,144,176
191,2021-08-04 15:43:00,6.53,374.0,1502,166.0,186.0,3.4,166,182,230,180,10.0,6.0,1.57,0.0,0.0,,--,14.0,14,1498,1594,163,173
192,2021-08-04 15:32:00,1.87,125.0,569,146.0,166.0,2.0,162,171,304,275,,2.0,1.22,0.0,0.0,,--,18.0,3,568,569,145,150
193,2021-07-04 17:35:00,6.47,407.0,1869,150.0,170.0,2.9,161,215,289,130,23.0,21.0,1.29,0.0,0.0,,--,13.0,11,1863,1947,142,155
194,2021-06-04 17:01:00,9.13,571.0,2400,157.0,180.0,3.5,168,178,263,186,23.0,20.0,1.36,0.0,0.0,,--,11.0,3,2400,2400,142,153
195,2021-05-04 10:02:00,5.56,344.0,1547,148.0,164.0,2.7,170,178,278,253,20.0,17.0,1.27,0.0,0.0,,--,15.0,1,1547,1547,143,154
196,2021-04-04 09:45:00,14.83,777.0,3721,148.0,164.0,3.1,164,174,251,198,40.0,39.0,1.45,0.0,0.0,,--,11.0,7,3708,3721,127,151
197,2021-01-04 16:31:00,7.29,462.0,2143,149.0,168.0,2.8,164,175,294,197,192.0,189.0,1.25,0.0,0.0,,--,23.0,1,2143,2143,626,813
198,2021-03-31 17:39:00,12.33,688.0,3198,153.0,175.0,3.4,165,182,259,167,92.0,92.0,1.4,0.0,0.0,,--,21.0,11,3196,3504,601,671
199,2021-03-29 15:31:00,11.58,685.0,3284,149.0,168.0,3.1,162,194,284,138,122.0,120.0,1.29,0.0,0.0,,--,22.0,17,3279,3471,602,680
200,2021-03-27 10:42:00,14.5,1.013,4597,158.0,175.0,4.0,168,180,317,260,56.0,60.0,1.13,0.0,0.0,,--,14.0,1,4597,4597,191,216
201,2021-03-24 16:14:00,10.14,585.0,2801,146.0,170.0,3.0,148,186,276,163,93.0,90.0,1.43,0.0,0.0,,--,17.0,12,2731,2956,602,681
202,2021-03-22 16:38:00,10.26,697.0,2915,157.0,177.0,3.7,164,174,284,177,295.0,297.0,1.29,0.0,0.0,,--,9.0,1,2914,2915,589,826
203,2021-03-20 11:25:00,13.07,814.0,3431,158.0,175.0,3.8,165,180,263,183,209.0,207.0,1.39,0.0,0.0,,--,9.0,23,3429,3431,624,777
204,2021-03-18 12:37:00,13.02,900.0,3644,162.0,183.0,4.1,165,229,280,191,252.0,250.0,1.3,0.0,0.0,,--,8.0,14,3640,3644,626,818
205,2021-03-16 17:03:00,10.43,675.0,2683,166.0,186.0,4.1,159,238,257,191,90.0,89.0,1.45,0.0,0.0,,--,10.0,13,0,2683,601,684
206,2021-03-15 07:19:00,8.22,613.0,2407,164.0,188.0,4.1,165,176,293,196,262.0,260.0,1.24,0.0,0.0,,--,7.0,1,2407,2407,602,824
207,2021-03-13 11:06:00,13.42,915.0,3972,156.0,177.0,3.5,163,174,296,202,47.0,45.0,1.24,0.0,0.0,,--,14.0,1,3971,3972,144,164
208,2021-11-03 15:00:00,10.39,713.0,3061,156.0,191.0,3.8,151,219,295,133,118.0,121.0,1.32,0.0,0.0,,--,15.0,18,2999,3217,598,673
209,2021-10-03 12:18:00,8.01,587.0,2346,160.0,184.0,3.8,165,176,293,191,262.0,258.0,1.24,0.0,0.0,,--,14.0,1,2346,2346,600,820
210,2021-08-03 16:19:00,13.01,796.0,3252,158.0,170.0,4.1,165,172,250,192,108.0,110.0,1.45,0.0,0.0,,--,10.0,9,3251,3344,600,673
211,2021-06-03 11:09:00,13.39,924.0,3803,159.0,187.0,4.1,165,182,284,170,256.0,255.0,1.28,0.0,0.0,,--,8.0,1,3800,3803,626,818
212,2021-04-03 16:10:00,8.75,488.0,2301,144.0,178.0,3.3,156,174,263,185,93.0,93.0,1.44,0.0,0.0,,--,15.0,10,2275,2426,600,678
213,2021-03-03 15:23:00,9.15,643.0,2603,157.0,175.0,3.7,166,176,284,193,292.0,291.0,1.27,0.0,0.0,,--,13.0,1,2599,2603,601,885
214,2021-01-03 16:00:00,12.81,758.0,3198,157.0,176.0,3.8,165,174,250,201,50.0,50.0,1.46,0.0,0.0,,--,16.0,2,3195,3256,657,702
215,2021-02-27 09:59:00,13.36,855.0,3685,154.0,170.0,3.6,165,189,276,182,263.0,263.0,1.32,0.0,0.0,,--,6.0,3,3683,3729,626,824
216,2021-02-25 17:10:00,7.65,494.0,2147,151.0,169.0,3.2,164,175,281,166,229.0,234.0,1.3,0.0,0.0,,--,16.0,1,2147,2147,596,813
217,2021-02-24 08:44:00,12.02,775.0,3079,165.0,187.0,4.3,163,176,256,166,101.0,101.0,1.43,0.0,0.0,,--,11.0,12,3076,3079,600,676
218,2021-02-22 15:22:00,10.23,528.0,2978,138.0,159.0,2.6,160,206,291,127,225.0,231.0,1.29,0.0,0.0,,--,17.0,20,2964,3049,512,727
219,2021-02-19 09:57:00,13.01,902.0,3601,,,,165,175,277,161,245.0,245.0,1.31,0.0,0.0,,--,0.0,1,3601,3601,606,796
220,2021-02-17 10:03:00,12.43,833.0,3439,,,,162,178,277,156,134.0,137.0,1.34,0.0,0.0,,--,0.0,21,3435,3823,581,652
221,2021-02-16 15:19:00,6.21,431.0,1801,,,,164,175,290,101,221.0,222.0,1.26,0.0,0.0,,--,0.0,1,1801,1801,600,801
222,2021-02-15 10:50:00,11.15,740.0,2911,,,,166,184,261,165,120.0,117.0,1.38,0.0,0.0,,--,0.0,26,2902,3042,580,645
223,2021-02-13 10:48:00,13.58,937.0,3794,,,,168,238,279,151,355.0,352.0,1.28,0.0,0.0,,--,0.0,14,3792,3794,601,811
224,2021-11-02 16:26:00,7.65,524.0,2120,,,,166,176,277,211,229.0,218.0,1.31,0.0,0.0,,--,0.0,8,2118,2120,601,816
225,2021-10-02 15:09:00,10.57,701.0,3002,,,,148,182,284,153,120.0,112.0,1.39,0.0,0.0,,--,0.0,21,2849,3185,605,652
226,2021-08-02 16:10:00,11.95,829.0,3870,,,,161,173,324,209,174.0,176.0,1.15,0.0,0.0,,--,0.0,12,3867,3870,606,760
227,2021-07-02 14:40:00,12.13,834.0,3182,,,,163,180,262,132,111.0,100.0,1.4,0.0,0.0,,--,0.0,31,3175,3211,580,615
228,2021-05-02 15:55:00,13.0,869.0,3458,,,,165,179,266,145,351.0,349.0,1.36,0.0,0.0,,--,0.0,13,3422,3498,606,792
229,2021-03-02 16:51:00,11.0,751.0,2887,,,,163,174,262,77,160.0,151.0,1.4,0.0,0.0,,--,0.0,11,2885,2887,581,640
230,2021-01-02 17:15:00,7.79,534.0,2739,,,,156,237,352,184,267.0,269.0,1.1,0.0,0.0,,--,0.0,8,2731,3096,606,866
231,2021-01-30 15:06:00,15.02,1.023,3821,,,,166,178,254,193,43.0,48.0,1.42,0.0,0.0,,--,0.0,16,3819,3821,127,155
232,2021-01-29 16:56:00,12.24,727.0,3046,156.0,176.0,3.6,166,178,249,202,33.0,34.0,1.45,0.0,0.0,,--,12.0,5,3044,3046,137,160
233,2021-01-27 15:53:00,8.09,499.0,2250,147.0,160.0,2.9,168,176,278,235,29.0,29.0,1.29,0.0,0.0,,--,11.0,1,2250,2250,153,172
234,2021-01-26 15:54:00,12.12,721.0,3075,154.0,170.0,3.4,165,221,254,186,33.0,32.0,1.42,0.0,0.0,,--,9.0,12,3061,3075,147,161
235,2021-01-24 10:50:00,12.01,827.0,3561,156.0,181.0,3.5,156,235,297,164,180.0,183.0,1.28,0.0,0.0,,--,8.0,22,3517,3692,137,159
236,2021-01-23 11:02:00,11.5,709.0,3015,155.0,190.0,3.7,168,185,262,234,32.0,25.0,1.36,0.0,0.0,,--,13.0,1,3013,3015,141,167
237,2021-01-22 15:36:00,11.0,652.0,2778,156.0,173.0,3.5,166,178,253,171,31.0,32.0,1.43,0.0,0.0,,--,7.0,36,2777,2778,137,160
238,2021-01-20 15:28:00,12.0,748.0,3051,161.0,183.0,3.9,168,181,254,177,33.0,34.0,1.41,0.0,0.0,,--,14.0,13,3047,3051,137,158
239,2021-01-19 15:28:00,7.48,582.0,2468,153.0,181.0,3.2,162,171,330,271,15.0,12.0,1.12,0.0,0.0,,--,10.0,1,2460,2766,141,152
240,2021-01-17 10:15:00,11.0,686.0,2855,156.0,172.0,3.5,170,181,260,189,30.0,31.0,1.36,0.0,0.0,,--,9.0,1,2855,2855,141,160
241,2021-01-16 11:14:00,11.5,663.0,3106,147.0,160.0,2.9,166,178,270,241,25.0,17.0,1.34,0.0,0.0,,--,8.0,2,3105,3106,156,166
242,2021-01-14 15:57:00,11.51,653.0,2958,153.0,175.0,3.3,166,188,257,162,28.0,22.0,1.41,0.0,0.0,,--,4.0,21,2955,2959,152,163
243,2021-12-01 15:52:00,15.15,1.027,4620,154.0,179.0,3.4,164,176,305,259,52.0,50.0,1.2,0.0,0.0,,--,10.0,1,4613,4649,154,176
244,2021-10-01 10:50:00,15.0,941.0,3803,161.0,184.0,3.8,168,176,253,207,43.0,39.0,1.41,0.0,0.0,,--,7.0,1,3802,3803,140,165
245,2021-08-01 15:39:00,12.06,703.0,3001,156.0,173.0,3.4,169,177,249,195,39.0,39.0,1.42,0.0,0.0,,--,10.0,7,3000,3001,138,161
246,2021-06-01 15:54:00,8.15,557.0,2190,160.0,188.0,3.5,168,174,269,241,24.0,24.0,1.33,0.0,0.0,,--,9.0,1,2189,2190,140,160
247,2021-05-01 15:58:00,12.0,768.0,3184,156.0,174.0,3.5,167,236,265,166,24.0,23.0,1.35,0.0,0.0,,--,9.0,22,3177,3258,151,160
248,2021-03-01 10:21:00,10.0,649.0,2606,158.0,168.0,3.4,167,178,261,194,24.0,24.0,1.37,0.0,0.0,,--,8.0,3,2603,2606,149,161
249,2021-02-01 11:19:00,12.0,692.0,2971,152.0,169.0,3.3,168,179,247,170,29.0,27.0,1.45,0.0,0.0,,--,11.0,3,2969,2971,139,162
